name,description,smartItemId,typeID,volume,mass,radius,portionSize,groupID,groupName,categoryID,category Name,icon
Siege Protocol Frame,"This exotronic frame is acquired in Macula Sear.

The Siege Protocol Frame is a symbol of potential unfulfilled. This budget-friendly frame, its development cut short, still carries the seeds of promising and archived innovations. Its design leans towards a more defensive strategy, requiring a larger number of frames but offering affordability in return. Common yet underappreciated, its popularity may surge with the discovery of its unique capabilities. It's a silent tribute to a battle bravely fought, but ultimately lost.",77675765538011016133952128948579054797748139028098381919805244687921605149507,78415,1,103800,1,1,4608,Exotronic Frames,17,Commodity,ico78415.png
Apocalypse Protocol Frame,"This exotronic frame is acquired in Orchard.

The Apocalypse Protocol Frame is a monument to endurance. It stood its ground against feral drones until the very end, and now equips its users with the necessary technologies for critical and dangerous situations. Its design favors a more aggressive approach, boasting a robust military arsenal, but lacking in supportive capabilities. Highly sought after for its comprehensive capabilities, it's the preferred choice for those seeking dominance in the battlefield. It stands as a beacon of strength in the face of adversity, a testament to the power of survival.",40499400884674874212519694561527106216640367858062967196814108724307165260533,78416,10,207600,1,1,4608,Exotronic Frames,17,Commodity,ico78416.png
Bastion Program Frame,"This exotronic frame is acquired in Orchard.

The Bastion Program Frame is a testament to the perils of progress. It fell just before the Petrichor of Loray, also becoming a victim of its own success. As their frame evolved, so did the danger posed by their solitary drones. This advanced gear line leans towards precision and efficiency, offering lighter armament but lacking in heavy firepower. Highly desirable, especially for lighter vessels, it combines precision with good energy weaponry. It serves as a reminder of the delicate balance between innovation and the risks it brings.",108556936099700104565024738035686007254505662069629819480118402936492561461851,78417,3,207600,1,1,4608,Exotronic Frames,17,Commodity,ico78417.png
Nomad Program Frame,"This exotronic frame is acquired in Macula Sear.

 The Nomad Program Frame development has been sporadic and lags behind other protocols initiated at the same time. Its design favors affordability and versatility, offering a range of decent, cost-effective items, including powerful but inaccurate blasters and anti-frigate primary turrets. This frame may be one of the most accessible, offering a collection of items inspired by resilience and adaptability.",77256155302750034552619624210220296372897593310306928456427924013723323711455,78418,2,103800,1,1,4608,Exotronic Frames,17,Commodity,ico78418.png
Shadow Protocol Frame,"This exotronic frame is acquired in The Gossamer.

The Shadow Protocol Frame is a specialized tool, designed for stealth operations and activity concealment, it couldn't save its colony from being wiped out by golems. Now in the hands of feral drones, it serves as a powerful tool for covert operations. Despite its tragic past, the frame stands as a testament to the Symphony Corporation's innovative approach to technology, offering a unique blend of stealth and power.",94688734997789115892227982500856730025081373916800150297823619797671107013665,78419,5,415200,1,1,4608,Exotronic Frames,17,Commodity,ico78419.png
Archangel Protocol Frame,"This exotronic frame is acquired in Orchard.

The Archangel Protocol Frame ensured resource extraction and protection, but its significant focus on extraction left Sunmahani defenseless against the physical attack of the golems. Now utilized by drones, this frame is more geared towards defense and convoy, lacking in powerful offensive capabilities. Despite its shortcomings, the frame stands as a testament to the Sunmahani division's commitment to resource extraction and defense, offering a unique blend of resilience and efficiency.",71530475140955360640514816447899620206063892593811285566944435024818501500831,78420,4,207600,1,1,4608,Exotronic Frames,17,Commodity,ico78420.png
Exterminata Protocol Frame,"This exotronic frame is acquired in The Gossamer.

The Exterminata Protocol Frame is a formidable tool, a remnant of one of the military golems used by unknown settlers. Their fate was sealed early, leaving no traces behind. This powerful frame, now utilized by drones, offers a set of capabilities that are as potent as they are demanding. Despite its high value and stringent requirements, it's a coveted prize for those willing to face the challenges it presents. It's a symbol of the ultimate endgame for heavy ships, a testament to the power that can be harnessed when one is willing to pay the price.",8433149248121240729468784586458422856257016636855318334860293527530593940946,78421,8,415200,1,1,4608,Exotronic Frames,17,Commodity,ico78421.png
Equilibrium Program Frame,"This exotronic frame is acquired in Macula Sear.

The Equilibrium Program Frame is an advanced tool with enhanced capabilities for managing energy systems. This well-developed frame is now utilized by some neomorphs, the second-generation feral drones. Despite its peculiarities, including powerful energy cannons with uncertain impulse weapon capabilities, it's a rare and valuable find. It's a symbol of balance and energy mastery, a testament to the power of advanced energy management systems.",42714441830033695006034425506011928211576985103231242179800943907190579504740,78422,6,103800,1,1,4608,Exotronic Frames,17,Commodity,ico78422.png
Water Ice,"Ubiquitous in dark, cold space regions, water ice is essential for sustaining life and industry in space. For space colonies, it is processed into potable water and breathable oxygen. In spacecraft, it serves as a cooling medium and vital life-support resource. However, the industrial sector remains the primary consumer, using water ice in various manufacturing processes.",4849213586578758516979693453515271935121030808792700292547098743263487050031,78423,0.01,10,1,1,18,Mineral,4,Material,ico78423.png
Osmium,"Osmium, one of the universe's densest elements, is found within the core of large asteroids and fractured moons. Its exceptional hardness and high melting point make it invaluable in the construction of top-tier armor, advanced electronics, and high-wear weaponry for spaceships. Due to its deep location within asteroids, the extraction of this precious resource requires a high-powered mining laser.",72815922056542095862760857266283575676364349815951099941717356574121436347262,78424,0.01,0,1,1,18,Mineral,4,Material,ico78424.png
Thorium,"Located deep within large asteroids and moons, Thorium is a highly valued radioactive element. It's extensively used in nuclear power systems, including Radioisotope Thermoelectric Generators (RTGs), that drive deep-space missions. Extraction of Thorium demands high-energy lasers due to its depth within the asteroids and its radioactive nature. In addition, Thorium serves as a crucial component for industrial-scale amplifiers and destructive weaponry for heavy spacecraft.",72753697562859796941477997093836206177899424649770477332512602059761365761172,78425,0.01,117.2,1,1,18,Mineral,4,Material,ico78425.png
Deep-Core Metallic Ore,"Deep-Core Metallic Asteroids are celestial bodies with a dense core abundant in metallic elements. These asteroids, far deeper than their Metal-rich counterparts, hold a high concentration of Iron-Nickel and Precious Metals and Elements, crucial for the construction of sturdy spacecraft structures and advanced electronics. The Aluminum content in these asteroids is quadrupled, enhancing their potential for producing lightweight and durable spacecraft components. Although Carbonaceous Compounds are absent, the significantly increased presence of Silicates is a boon. The extraordinary depth of these asteroids also makes them a rich source of Thorium, a valuable radioactive element used for high-energy applications. However, due to the presence of Thorium, the Water Ice content in these asteroids is generally considered too contaminated for general use. The deep-core nature of these asteroids necessitates the use of powerful lasers to penetrate the thick ice layers and reach the valuable minerals within.",104355745321139336801817445893960597509503547464869517127863172381806958408496,78426,1,4809.286354,1,10,4597,Natural Resources,25,Asteroid,ico78426.png
Deep-Core Carbon Ore,"Deep-Core Carbon Asteroids, akin to Carbonaceous Asteroids but with a significantly deeper core, are known for their extremely high concentration of Carbonaceous Compounds. These compounds are vital for the production of complex organic materials and carbon fiber structures, with a concentration four times greater than in a standard Carbonaceous Asteroid. Furthermore, the Silicate and Precious Metals and Elements content is considerably higher, meeting the requirements for advanced electronics and high-end systems. Despite the lack of Iron-Nickel, the presence of light metals like Aluminum is beneficial. A distinguishing feature of these deep-core asteroids is the tenfold increase in Water Ice content, which ensures a plentiful supply for life support, cooling, and industrial applications. These asteroids also contain a substantial quantity of Osmium, a highly dense and durable element ideal for constructing spacecraft hulls and high-stress mechanical components. The deep-core nature of these asteroids means that more powerful lasers are needed to penetrate the thick ice layers and access the valuable minerals within.",30940215231679354828890195030339955071607065399657890895096976681847975989579,78429,1,1910.828025,1,10,4597,Natural Resources,25,Asteroid,ico78429.png
Young Crude Matter,"Young Crude Matter is a substance of extraordinary potential. It pulses with a raw, untamed energy that seems to defy the very laws of physics. The matter is highly reactive, its dynamic structures constantly shifting and rearranging in response to external stimuli. When processed, it yields a fuel of unparalleled potency, capable of powering the most advanced technologies. Yet, the extraction process is fraught with danger, for the matter seems to possess an inherent defense mechanism, reacting violently to any attempts to harness its power. It's as if the substance itself resists exploitation, hinting at a deeper intelligence woven into its very fabric.",40652808093383228705814657264859844453761457386014004171696504585233438644796,78434,1,1538.461538,1,30,4593,Crude Matter,25,Asteroid,ico78434.png
Eupraxite,"Eupraxite, on the other hand, is a hyper-crystal obtained from the transformation of Young Crude Matter. It possesses the remarkable property of distorting the space-time continuum around it, causing the fabric of reality to contract and expand in a mesmerizing dance. The crystal's vibrant energy is a testament to the dynamic nature of the matter from which it was derived. Through a process of information simplification, the Eunike can be converted into a stable form of fuel. However, the process is complex and requires a deep understanding of the crystal's unique properties, as any misstep can result in a catastrophic release of energy.",73299370422268027497072704280369239789606825849220294459897105286479425895824,78435,1,1500,1,1,18,Mineral,4,Material,ico78435.png
EU-90 Fuel,"EU-90 is the pinnacle of high-energy fuels, suitable for any active operations. 

Extracted from the Eupraxite heptahedral crystal-lattice fluid, it releases a torrent of energy that can power the most demanding systems. Its intense energy output makes it the fuel of choice for high-stakes operations where power is paramount.",85599795088664441331746574076649770935600935233007390442013933906138970575957,78437,0.28,0,1,1,4738,Crude Fuel,17,Commodity,ico78437.png
Vitacore,"This derivative of Aestasium embodies its intelligent nature. It responds to nuanced adjustments, mirroring the sensitivity of biological cells to electrical stimuli. Vitacore is harnessed for the creation and fortification of materials and reagents, acting as the lifeblood of advanced manufacturing processes.",97683018038592357904744252701974845674113529670178404905429927442297516636094,78438,0.01,15,1,1,18,Mineral,4,Material,ico78438.png
Flexiform,"This derivative of Aestasium is known for its soft, flexible structure. The energy distribution within Flexiform is optimized for adaptability and impact absorption, making it ideal for applications requiring flexible materials.",39423381177378848907928374480003886976249504220851188592869948458363902333154,78439,0.01,15,1,1,18,Mineral,4,Material,ico78439.png
Duroform,"This derivative of Aestasium is characterized by its hard, rigid structure. The energy distribution within Duroform is optimized for strength and durability, making it ideal for applications requiring robust materials.",27453382961791808710006907544169786998918323063825144053479408433894373027439,78440,0.01,20,1,1,18,Mineral,4,Material,ico78440.png
Cognitex,"This serene derivative of Aestasium efficiently processes information without incessant state alterations. Cognitex is a cornerstone in the realm of advanced electronics, providing a stable yet responsive substrate for complex computational tasks.",30390139193533651674583775573856704877198362109296529286562597123006243407532,78441,0.01,15,1,1,18,Mineral,4,Material,ico78441.png
Animite,"This derivative of Hermetite embodies its intelligent nature. It responds to subtle stimuli, mirroring the sensitivity of biological cells to environmental changes. Animite is harnessed for the creation and fortification of materials and reagents, acting as a dynamic catalyst in advanced manufacturing processes.",15708334939787238729455998000920318599182720949625436738973820746123436277645,78442,0.01,30,1,1,18,Mineral,4,Material,ico78442.png
Reactiform,"This derivative of Hermetite is characterized by its heightened activity in response to stimuli. The energy distribution within Reactiform is optimized for responsiveness and dynamism, making it ideal for applications requiring active materials.",110909107293281150971134481497966109911421014974473343767222778557179232035841,78443,0.01,30,1,1,18,Mineral,4,Material,ico78443.png
Densiform,"This derivative of Hermetite is known for its increased density and hardness. The energy distribution within Densiform is optimized for resistance and durability, making it ideal for applications requiring resilient materials.",26676384968905178789174003530547992713147964885728632756754060048450455059691,78444,0.01,40,1,1,18,Mineral,4,Material,ico78444.png
Tranquilis,"This tranquil derivative of Hermetite efficiently processes information without incessant state alterations. Tranquilis is a linchpin in the realm of advanced electronics, providing a calm yet responsive substrate for complex computational tasks.",62003101214350672294314000715371574782477819482885867965990380282047754925971,78445,0.01,30,1,1,18,Mineral,4,Material,ico78445.png
Adaptive Core Aestasium,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Adaptive Core Aestasium is in the early stages of synthesis. The minerals within the material's shell contain a high concentration of Vitacore and a smaller amount of Flexiform. This unique composition gives the material a high degree of adaptability, making it ideal for applications that require a responsive and versatile material.",65001071310147205466577973085177513031803172383030884199686418123202280664307,78446,1,1666.666667,1,10,4597,Natural Resources,25,Asteroid,ico78446.png
Agile Core Aestasium,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Agile Core Aestasium is in a transitional state, characterized by a constant metabolism within the material. The formation of Flexiform is abundant, and Duroform begins to take shape. This stage of the material's life cycle is marked by a high degree of flexibility and the beginning of increased rigidity, making it suitable for applications that require both adaptability and strength.",64906647280136178639849243230319646528203033428873019505936312519258817178684,78447,1,1690.140845,1,10,4597,Natural Resources,25,Asteroid,ico78447.png
Solidifying Core Aestasium,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Solidifying Core Aestasium is in a state where the core of the ore begins to solidify. The process of tissue organization slows down, and Duroform becomes the dominant mineral. This stage of the material's life cycle is marked by an increasing rigidity, making it ideal for applications that require a strong and durable material.",47624242516314444577783569007429655629009552788057708351435044563273496762428,78448,1,1875,1,10,4597,Natural Resources,25,Asteroid,ico78448.png
Hardened Core Aestasium,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Hardened Core Aestasium is in a state where the core has fully solidified and hardened. Metabolism in the tissues is at a minimal level. The synthetic tissues have almost entirely transitioned into the final state of Cognitex, with a protective layer of Duroform. This stage of the material's life cycle is marked by a high degree of stability and rigidity, making it ideal for applications that require a highly resistant and durable material.",35939139336624053367117397771807616199849061873685287173085165430689764373534,78449,1,1714.285714,1,10,4597,Natural Resources,25,Asteroid,ico78449.png
Fluid Core Hermetite,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Fluid Core Hermetite is in the early stages of synthesis. The original materials are being transformed into stem tissues for the formation of a computational core. This unique composition gives the material a high degree of fluidity, making it ideal for applications that require a responsive and adaptable material.",46183567903073227915663609124188841559934504466807750046742548444272852544716,78450,1,2500,1,10,4597,Natural Resources,25,Asteroid,ico78450.png
Crystallizing Core Hermetite,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Crystallizing Core Hermetite is in a transitional state, characterized by the active crystalline structure of the intelligent matter beginning to form the space for the computational core. The formation of Reactiform is abundant. This stage of the material's life cycle is marked by a high degree of crystallinity and reactivity, making it suitable for applications that require both adaptability and computational power.",89696598492314607214431871975908761601325176054155066388658562038131659651357,78451,1,2666.666667,1,10,4597,Natural Resources,25,Asteroid,ico78451.png
Stale Core Hermetite,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Stale Core Hermetite is in a state where the crystals of active agents begin to compress, and the core solidifies. Densiform becomes the dominant mineral. This stage of the material's life cycle is marked by an increasing rigidity and density, making it ideal for applications that require a strong and durable material.",101775064733566070172022600037688598974405323060364788083177722255380120734550,78452,1,2926.829268,1,10,4597,Natural Resources,25,Asteroid,ico78452.png
Sediment Core Hermetite,"The ore contains synthetic metamaterials which, after reprocessing, can be used in the advanced industry of many colonization programs.

Sediment Core Hermetite is in a state where the core has transitioned into a sedimentary stage, with tissues of varying activity and density arranged in globular layers. The dominant mineral in this stage is Tranquilis. This stage of the material's life cycle is marked by a high degree of stability and stratification, making it ideal for applications that require a highly resistant and layered material.",19507008223729138899611040676910020410446898948951539598825540297274102516538,78453,1,2553.191489,1,10,4597,Natural Resources,25,Asteroid,ico78453.png
Engine GSC S,"Engine GSC S

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",38709465813916438570486995666048122586506790913925248361282400233406900772175,78490,100,200000,1,1,4619,Engines,7,Module,ico78490.png
Engine SOF-Fuel GSC XS,Engine SOF-Fuel GSC XS,66706172272297776647909001245262465759186703215850154147198724788543106275064,78501,10,50000,1,1,4619,Engines,7,Module,ico78501.png
Engine GSC M,"Engine GSC M

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",58884056543348843074419765592922258800571866310736377763663503313337033861319,78502,200,400000,1,1,4619,Engines,7,Module,ico78502.png
Engine Delegate L,"Engine Deligate L

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",36350195948948576956147346119393215929228934123324985434979048141185301864607,78504,400,800000,1,1,4619,Engines,7,Module,ico78504.png
Engine GSC L,"Engine GSC L

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",112223464214683284752520347815030044566065593835985915751967977695166132483642,78505,400,800000,1,1,4619,Engines,7,Module,ico78505.png
Engine SNM S,"Engine SNM S

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",50476064699944925451669358019597660578079450999295974194988663236415847761136,78506,100,200000,1,1,4619,Engines,7,Module,ico78506.png
Engine SNM M,"Engine SNM M

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",3099844105628611022387449617307084770816536622836442157907706094227448922501,78507,200,400000,1,1,4619,Engines,7,Module,ico78507.png
Engine SNM L,"Engine SNM L

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",104435397493161173687372309126905786593563651342992555330943255980693282074200,78508,400,800000,1,1,4619,Engines,7,Module,ico78508.png
Engine Delegate M,"Engine Deligate M

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",57545279972832666862040616895718133125969344278455746207613329661065007671674,78510,200,400000,1,1,4619,Engines,7,Module,ico78510.png
Engine Delegate S,"Engine Deligate S

Requires any kind of refined Crude fuel to operate.
Will not function using low-quality uSOF-30 Fuel.",37195534256864419241638483658678079259343910151957840909042912482032459150502,78511,100,200000,1,1,4619,Engines,7,Module,ico78511.png
SOF-80 Fuel,"SOF-80 is a high-energy fuel variant for Crude-type engines, ideal for operations requiring intense energy output. 

This Sophrogon-derived tetrahedral crystal-lattice fluid, it provides a surge of power that can drive even the most demanding systems, making it a go-to choice for high-stakes, energy-intensive operations. ",30579217438696043568016112559120788406572190434861481798491172283686128265342,78515,0.28,0,1,1,4738,Crude Fuel,17,Commodity,ico78515.png
EU-40 Fuel,EU-40 is an economical fuel variant.,106550985286676344514979136087405435462907907567900630912267087389767216875034,78516,0.28,0,1,1,4738,Crude Fuel,17,Commodity,ico78516.png
Shield Micro-Generator M,This fitting increases the maximum strength of the shield at the expense of capacitor storage. It draws constant power from the capacitor energy reserves to generate shielding. ,49771107055525474200875974675223948253093097044924178646613170719508087461041,78957,12,4000,1,1,38,Shield Extender,7,Module,ico78957.png
Shield Micro-Generator L,This fitting increases the maximum strength of the shield at the expense of capacitor storage. It draws constant power from the capacitor energy reserves to generate shielding.,8791992018526369348973402073507291009820388113517676119287236051946854404021,78958,12,4000,1,1,38,Shield Extender,7,Module,ico78958.png
Emergency Ablative System,"Utilizes a combination of containment field emitters and redundancy systems to mitigate the impact of critical system damage. 

",81472760883351472394687873711820878069924026758691837969122793948129504777270,78965,5,5000,1,1,60,Damage Control,7,Module,ico78965.png
Stellar Reconnaissance ,Allows the operation of larger reconnaissance vessels optimized for infiltration and intelligence gathering.,107236455529347138234230136651986863903719569888453503990703201940722980000488,79009,0.01,0,1,1,257,Spaceship Command,16,Skill,ico79009.png
Combat Manuvering,"Allows the operation of larger combat vessels, enhancing combat effectiveness and command capabilities.",47548022246098858475033075357621841681693329520698170909220244580805901270625,79010,0.01,0,1,1,257,Spaceship Command,16,Skill,ico79010.png
Astro Prospecting,"Allows the operation of larger utility ships, optimizing resource extraction and fuel harvesting.",50177491959694834890056968170752161051506705362959985070126836767353828196007,79011,0.01,0,1,1,257,Spaceship Command,16,Skill,ico79011.png
Vanguard Protocol Frame,"This exotronic frame is acquired in Macula Sear.

The Vanguard Protocol Frame is a testament to strategic versatility in the realm of mining and cargo expansion. It has emerged as a beacon of adaptability and resourcefulness, designed to meet the ever-evolving challenges of resource extraction and logistics in the depths of space.",84179130162682823751727384323443315541467491607120255753317841459906331165212,79196,1,103800,1,1,4608,Exotronic Frames,17,Commodity,ico79196.png
Frontier Survival Crate,This crate contains helpful tools to progress in the Frontier,55367048022982467886884197522280308977834975059028867412995513260461452983210,79216,100000,0,1,1,1194,Special Edition Commodities,63,Special Edition Assets,ico79216.png
HAK-55 Fuel,"Although it lacks the intensity of SOF-80, it delivers a consistent and stable power supply. This version of fuel is the backbone of the HAK fuel series.",5514221523271920014693578486524257239382685575700501648845304837516136363576,79458,0.28,0,1,1,4738,Crude Fuel,17,Commodity,ico79458.png
Pici,"A mining frigate platform. The Pici is the most advanced iteration of the light utility platform instrumental to Petrichor’s successes on the Frontier.  At the onset of colonization, initial versions of the Pici platform were crucial to small scale and solo mining operations for Exclave Ventures. The final model remains effective in light extraction, maintaining its niche for technical support during mining operations in aggressive environments.

Developed by PETRICHOR for limited licensing and internal use.",66505949909595153181354328414569933397501086704254421407596624833183963912960,81609,40757.79297,30266600,30,1,25,Frigate,6,Ship,
Rebus-K,"Synod-origin heavy hauler platform.

Original metadata recovery:
[Αxđα υπxαvαx Sоλџєλіxαє Ψєςτx Sіxоđ ςπλєλ vєλіxxћ ςєτі ςψіxψі xvєxđћ đо xυβєxxx ςvоxα xоxđατα ατα оβєđxіvψ xxоxоςτvxє xαxоđћ βλυxđαvψα υ πоxxωvє τіx xєςτ, πоđ ςvоxі xоςxіxєςxψ ςvоđі. Sαxоςxіđћ xτо đαxоvαλ λxđυ Sоλџєλіxx xєτvєxτћ τxυđіλіςω βєx πоxіxα xо xєυxоxλі ςvєxτі vςєx đαxоv xτо xєςλіςω x Sіxоđςxє xxxxαx. Sоλџєλіxx Ψєςτx πxіxоςxυvςω ςvоxі xєπоvτоxіxћx xαxυxєxxєx x αυτоπxоєxτоx і xоđіvςω xєxτєx xєxxіxψє іxxєxєxxоxо xxđα, τατо xαvςєxđћ ςxєxіλо λоxіςτіx і оςταxєτςω xєπоςτіxxћx xєxієx. Ŧαx xоđіλςω xєβυς—x –xυλ΄τіxατіvxx ταxαxυλ xxυxоπєxєvоxоx Sαxx Vєλіxxα Iπєxx!]",13015003304752260387899202063815133182511975054078235565450571963391491790551,81611,2321283,1739553520,30,1,419,Combat Battlecruiser,6,Ship,
EM Disintegrator (S),"Target: Frigate
Optimal Range: 25km
Distance at 50%: 57.5km

Will hit larger targets at greater distances. ",67177727377323819374298028177486400705656029721873286684781054734843780261489,81656,20,11200,1,1,1986,Precursor Weapon,7,Module,ico81656.png
EM Disintegrator (M),"Target: Cruiser
Optimal Range: 29km
Distance at 50%: 67km

Will hit larger targets at greater distances and smaller targets at lower. ",18701900360500139459483636141970573450125509022120442276659718210757125412860,81657,80,45200,1,1,1986,Precursor Weapon,7,Module,ico81657.png
EM Disintegrator Charge (S),,60899460811658404379088042484949590505941218817606312244058134071948826822705,81658,0.006,0.01,1,100,4739,EM Disintegrator Charge ,8,Charge,ico81658.png
Dremar,"A destroyer platform. The Dremar was capable of fully protecting multiple convoys in a system from lighter ships such as frigates while presenting a definite threat to heavier cruisers. The mobile and configurable destroyer allowed operators to strike without warning and withdraw quickly for rapid redeployment. Due to its dependability, the Dremar platform and its derivatives were used by many corporations in the security sector under a licensing agreement.

Developed by KODACHI SHIPYARDS for Eyrie's Boreas product line.",94622154626988605990826280006386409319710880295382183616240144828190938376380,81808,103164.5313,74655480,30,1,420,Destroyer,6,Ship,
Klinge,"A heavy cruiser platform. The Klinge was optimized for mining operations with an extremely powerful energy network to support crude matter extractors and large holds for both equipment and excavated resources. At one point, Eyrie limited licensing in an attempt to reduce piracy, as Klinge operators tended to repurpose their ample powergrids for firepower.

Developed by Eyrie for the Notus product line.",5223199477238664767892677346124331913353602293211330543524255306168720692691,81809,1185960,888867920,30,1,26,Cruiser,6,Ship,
Samoskyd-1,"Synod-origin light hauler platform.

Original metadata recovery:
[Πоxћxυvψα πxоxλωτћx Mєτxоπоλ, λxđ Sіxоđςxx ςτxαđαλ xє βυđυx ςπоςоβxћє xоđіτі ςxоx βєxđxћ đіxоxо xоςxоςα, ατα Sоλџєλіxx xєτvєxτћ vоxоτіλςω іx Πєxψαxα Πоβєđоxоςxαxα Παxđα αxα παvψі xαxоđћ Λоxxψоxα ταx v πєxςоxі xαxxєψіλ τxυđxоψ. I іxvλєx Sоλџєλіkx іx xλυβіxі ςvαxα xєxіαλxоxо ςоxxαxxα xєxτєx Sαxоςxіđ—1, ςταvψіx ωđxоx xxυxоπєxєvоxxі Sαxx Vєλіxxα Ixπєxx!]",75837441961670235304609497930051702906234245591490043424851831520789497664490,81810,39647.39844,27668520,30,1,25,Frigate,6,Ship,
Engine GSC XS,"Engine GSC XS
Extra small Corvette Engine.

Runs exclusively on low quality uSOF-30 Fuel",43071941462748032286621459069840467320312228656497891619354364304394921806356,81846,50,99200,1,1,4741,Corvette Engines,7,Module,ico81846.png
Raubtier,"A powerful and well-protected military frigate. Raubtier was used extensively by Regicide during the Fall of Synod. The Raubtier was designed to grind down Synod's infrastructure , clearing their territories for exploitation by Exclave Ventures.

Developed by Kyrisser on behalf of Regicide, a closed licensing.",80624319507135943548823016702737018785214661237388738097586006707030847611756,81904,69272.80469,52313760,30,1,25,Frigate,6,Ship,
Anser,"A mining cruiser platform. The Anser is a mining platform with a multifunctional power system and high-pressure mining holds. Building on the stunning success of the light Pici platform, Petrichor spent significant resources developing the Anser’s scaled up fuel systems. The main drawback was its high production cost and limited potential application. The Anser is not a multipurpose workhorse, but rather a costly tool for the professional.

Developed by PETRICHOR for limited open licensing and internal use.",72377425294233247599344481948850664009492171069853018630895808487601177568112,81905,431794.625,323391720,30,1,26,Cruiser,6,Ship,
Grus,"A mining battleship platform. The Grus is an extreme top-end heavy utility platform. Designed much like its considerably smaller siblings, prohibitive production costs of the first model spurred drastic changes to achieve market success. The platform now features an optimized energy system designed to accommodate all major types of mining equipment. Though tailored for Heavy Crude matter extractors when it comes to conventional mining, these colossal machines excel at scooping and grinding substantial chunks of raw material.

Developed by PETRICHOR for limited open licensing and internal use.

",37512651420209600983813247375546610537255466718375428515976524747530885833078,81906,3651924.75,1737407600,30,1,27,Battleship,6,Ship,
Caruda,"A battleship platform. The Caruda was one of the largest ships deployed on the Frontier. This behemoth boasts a powerful fuel system supporting advanced engines, combat-optimized defensive configurability, and potent weapon control systems. In both control of supply chains and the establishment of new territory, this ship rightfully earned its place as the apex predator among piloted ships.

Developed by KODACHI SHIPYARDS for Eyrie's Boreas product line.",57590105184587205306986124843841051172587364395534769592297134653163704882797,81907,2080527.75,1558866480,30,1,27,Battleship,6,Ship,
Base Coilgun (S),"Target: Frigate
Optimal Range: 34km
Distance at 50%: 80km

Will hit larger targets at greater distances. ",96831489337638461865568907543050826520920003467604089890437783869134061408406,81972,20,11200,2000,1,4805,Mass Driver Weapon,7,Module,ico81972.png
Base Autocannon (S),"Target: Frigate
Optimal Range: 13km
Distance at 50%: 30km

Will hit larger targets at greater distances. ",60432919892535131858262971565028967339913552807412432126538968464562286214682,81974,20,11200,2000,1,55,Projectile Weapon,7,Module,ico81974.png
Base Coilgun (M),"Target: Frigate
Optimal Range: 55km
Distance at 50%: 127km

Will hit larger targets at greater distances and smaller targets at lower. ",87493881408275075991700726766036162917979187914439925651244446107784461007709,82028,80,45200,2000,1,4805,Mass Driver Weapon,7,Module,ico82028.png
Base Railgun (L),"Target: Battleship
Optimal Range: 86km
Distance at 50%: 202km

Will hit larger targets at greater distances and smaller targets at lower. ",65452535110974457602707817065381747505621945825976620702514104128123137987638,82029,390,219600,2000,1,4805,Mass Driver Weapon,7,Module,ico82029.png
Base Howitzer (M),"Target: Cruiser
Optimal Range: 45km
Distance at 50%: 105km

Will hit larger targets at greater distances and smaller targets at lower. ",38132140427509539745337671747931214456027606524321375367659800205663155464163,82030,80,45200,2000,1,55,Projectile Weapon,7,Module,ico82030.png
Base Howitzer (L),"Target: Frigate
Optimal Range: 76km
Distance at 50%: 175km

Will hit larger targets at greater distances and smaller targets at lower. ",49337550974177110627411384716281480352766816001423317200235783797628723566666,82031,390,219600,2000,1,55,Projectile Weapon,7,Module,ico82031.png
Base Rapid Plasma (S),"Target: Frigate
Optimal Range: 8km
Distance at 50%: 18km

Will hit larger targets at greater distances. ",37296902987142856243008582775471799684736233968186143293688228767748310962942,82032,20,11200,10,1,4806,Plasma Weapon,7,Module,ico82032.png
Rapid Plasma (M),"Target: Cruiser
Optimal Range: 9.6km
Distance at 50%: 38.5km

Will hit larger targets at greater distances and smaller targets at lower. ",34836314330746047589583951463053640012610025054066839753990923296372895605839,82033,80,45200,10,1,4806,Plasma Weapon,7,Module,ico82033.png
